type|plz|city|street|name|tel|fax|email|gebiete|website|href
kanzlei|40233|Düsseldorf|Erkrather Strasse 220b Schwanenhöfe|Kanzlei Funke Müller RaimannWir beherrschen Ihre Sprache|0211 - 8 80 05 88|0211 - 8 36 91 11|info@fmr-kanzlei.de|AGB-Recht, Arbeitsrecht, Baurecht (privates), Computerrecht, Domainrecht, Erbrecht, Familienrecht, Forderungseinzug/Inkasso, Gesellschaftsrecht, Gewerblicher Rechtsschutz, Handelsrecht, Immobilienrecht, Internetrecht, Markenrecht, Medienrecht, Mietrecht, Nachbarrecht, Presserecht, Reiserecht, Sponsoringrecht, Sportrecht, Steuerrecht, Steuerstrafrecht, ... mehr|http://www.fmr-kanzlei.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/funke_mueller_raimann_duesseldorf
kanzlei|41061|Mönchengladbach|Bismarckstr. 24|Rechtsanwalt Andreas Kluck Fachanwalt für Familienrecht|02161 - 1 87 01|02161 - 1 71 99|info@rae-kluck.de|Erbrecht, Europarecht, Familienrecht, Medizinrecht, Völkerrecht|http://www.rae-kluck.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/andreas_kluck_moenchengladbach
kanzlei|53840|Troisdorf|Römerstr. 32|Rechtsanwalt Dierk Bernhardt|02241 - 7 50 01|02241 - 7 96 90|info@bzwh.de||http://www.bzwh.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dierk_bernhardt_troisdorf
kanzlei|40721|Hilden|Herderstr. 26|Kanzlei SWN Schröder Werner & Partner|02103 - 2 58 94-0|02103 - 2 58 94-20|hilden@swn-rechtsanwaelte.de|Arbeitsrecht, Familienrecht, Gewerblicher Rechtsschutz, Handelsrecht, Gesellschaftsrecht, Wohnungseigentumsrecht, Mietrecht, Verkehrsrecht|http://www.swn-rechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/swn_schroeder_werner___partner_hilden
kanzlei|24232|Schönkirchen|Schönberger Landstr. 144a|Rechtsanwältin Cornelia Rusitska Fachanwältin für Familienrecht|04348 - 9 13 16-0|04348 - 9 13 16-20|info@rbw-recht.de|Arbeitsrecht, Familienrecht, Mietrecht, Verkehrsrecht|http://www.rae-rusitska.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/cornelia_rusitska_schoenkirchen
kanzlei|56073|Koblenz|Ferdinand-Sauerbruch-Straße 28|Rechtsanwalt Till Beier|0261 - 88 44 66|0261 - 80 08 01|a.spohrer@mmv-koblenz.de||http://www.martinimoggvogt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/till_beier_koblenz
kanzlei|58091|Hagen|Eilper Straße 62|Kanzlei Metten & Theissen - Graf Schweinitz|02331 - 7 21 21, 02331 - 7 21 21|02331 - 7 68 01|metten@metten-theissen.de|Arbeitsrecht, Arzthaftungsrecht, Erbrecht, Mietrecht, Rentenrecht, Sozialrecht, Strafrecht, Verkehrsrecht, Versicherungsrecht, Vertragsrecht, Wohnungseigentumsrecht, Zivilprozessrecht, Zivilrecht|http://www.metten-theissen.de/|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/metten___theissen_-_graf_schweinitz_hagen
kanzlei|66424|Homburg|Eisenbahnstr. 47 Ecke Sieberstraße|Rechtsanwältin Dr. iur. Caroline Gebhardt Fachanwältin für Arbeitsrecht -  Fachanwältin für Medizinrecht|06841 - 9 32 00|06841 - 93 20 20|info@rae-gebhardt.de|Arbeitsrecht, Medizinrecht, Reiserecht|http://www.rae-gebhardt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__iur__caroline_gebhardt_homburg
kanzlei|52064|Aachen|Römerstr. 41-43|Rechtsanwalt Thomas Boehme Fachanwalt für Arbeitsrecht -  Fachanwalt für Familienrecht|0241 - 2 02 11|0241 - 2 02 02|info@boehme-szudobaj.de|Familienrecht, Erbrecht, Arbeitsrecht, Baurecht (privates), Sozialrecht|http://www.boehme-szudobaj.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/thomas_boehme_aachen
kanzlei|48488|Emsbüren|Dahlhok 8|Rechtsanwalt Max Gerfried van Lengerich Fachanwalt für Miet- und Wohnungseigentumsrecht|05903 - 96 94 20|05903 - 96 94 24|info@vanlengerich.eu|Arbeitsrecht, Maklerrecht, Mietrecht, Wohnungseigentumsrecht|http://www.vl-vl.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/max_gerfried_van_lengerich_emsbueren
kanzlei|58511|Lüdenscheid|Jockuschstr. 2 - 4|Rechtsanwalt Arnd Katzke Fachanwalt für Handels- und Gesellschaftsrecht -  Fachanwalt für Versicherungsrecht -  Fachanwalt für Bau- und Architektenrecht|02351 - 67 40 60, 02351 - 67 40 60|02351 - 6 74 06 50|info@ra-luedenscheid.de|Architektenrecht, Baurecht (privates), Gesellschaftsrecht, Handelsrecht, OWI-Recht, Strafrecht, Verkehrsrecht, Versicherungsrecht, Vertragsrecht|http://www.ra-luedenscheid.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/arnd_katzke_luedenscheid
kanzlei|39112|Magdeburg|Humboldtstr. 7|Rechtsanwalt Dr. Jürgen Maus Fachanwalt für Arbeitsrecht -  Fachanwalt für Bau- und Architektenrecht|0391 - 6 11 23-0|0391 - 6 11 23-45|info@rechtsanwaeltemagdeburg.de|Arbeitsrecht, Baurecht (privates), Architektenrecht, Arzthaftungsrecht, Versicherungsrecht|http://www.rechtsanwaeltemagdeburg.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__juergen_maus_magdeburg
kanzlei|45481|Mülheim|Düsseldorfer Straße 222|Rechtsanwältin Ira-Marie Hubert|0208 - 48 46 80|0208 - 4 84 68 35|service@h-p-r.de||http://www.hubert-partner-rechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ira-marie_hubert_muelheim_an_der_ruhr
kanzlei|47166|Duisburg|August-Thyssen-Straße 8|Rechtsanwalt Notar Lutz Benninghoff Fachanwalt für Arbeitsrecht|0203 - 55 58 20|0203 - 5 55 82 29|info@anwalt-notar-wsb.de|Arbeitsrecht, Handelsrecht, Gesellschaftsrecht|http://www.anwalt-notar-wsb.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/lutz_benninghoff_duisburg
kanzlei|40477|Düsseldorf|Marschallstr. 40|Kanzlei KGSR Giesen & Kehler Rechtsanwaltsgesellschaft mbH|0211 - 6 50 40 24|0211 - 6 50 40 25|Info@KGSR.de|Strafrecht, Steuerrecht, Steuerstrafrecht, Arbeitsrecht, Verkehrsrecht, Verkehrsunfallrecht, Forderungseinzug/Inkasso, Wehr- und Zivildienstrecht, Anwaltsrecht, Zivilrecht|http://www.ragiesen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/kgsr_giesen___kehler_rechtsanwaltsgesellschaft_mbh_duesseldorf
kanzlei|49716|Meppen|Lingener Straße 20|Rechtsanwältin Notarin Hiltrud Ahrens|05931 - 9 81 60|05931 - 1 80 97|info@ra-alvo.de||http://www.ra-alvo.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/hiltrud_ahrens_meppen
kanzlei|41061|Mönchengladbach|Hohenzollernstr. 124-126|Rechtsanwalt Klaus Wittmann Fachanwalt für Arbeitsrecht|02161 - 92 79 70|02161 - 18 30 85|kanzlei@rae-wittmann.de|Handelsrecht, Mietrecht|http://www.rae-wittmann.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/klaus_wittmann_moenchengladbach
kanzlei|56564|Neuwied|Andernacher Straße 69|Rechtsanwältin Alexandra Stampfl|02631 - 35 43 54, 02631 - 35 43 54|02631 - 35 43 55|info@stampfl-partner.de|Familienrecht, Forderungseinzug/Inkasso, Strafrecht, Verkehrsrecht, Verkehrsstrafrecht, Zivilrecht|http://www.stampfl-partner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/alexandra_stampfl_neuwied
kanzlei|56068|Koblenz|Casinostr. 47|Rechtsanwalt Christopher Wolf|0261 - 1 33 99-0|0261 - 1 33 99-10|info@rechtspunkt.de|Zivilrecht, Immobilienrecht|http://www.rechtspunkt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/christopher_wolf_koblenz
kanzlei|49685|Emstek|Lange Straße 23|Rechtsanwältin Doris Duhme Fachanwältin für Familienrecht -  Fachanwältin für Verkehrsrecht|04473 - 9 70 10|04473 - 97 01 11|kanzlei@akanzlei.de|Arzthaftungsrecht, Familienrecht, Mietrecht, Verkehrsrecht, Zivilrecht|http://www.akanzlei.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/doris_duhme_emstek
kanzlei|56564|Neuwied|Friedrichstr. 71|Rechtsanwalt Lasse Jonek|02631 - 9 17 20||kanzlei@jansen-rossbach.de|Verkehrsunfallrecht, OWI-Recht, Zivilrecht|http://www.jansen-rossbach.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/lasse_jonek_neuwied
kanzlei|53113|Bonn|Heinrich-von-Kleist-Straße 4|Rechtsanwalt Axel Näther|0228 - 5 38 94 88|0228 - 5 38 94 87|mail@uphoff.de|Arzthaftungsrecht|http://www.uphoff.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/axel__naether_bonn
kanzlei|59399|Olfen|Bilholtstr. 38|Kanzlei Rogge & Gießler|02595 - 30 55|02595 - 94 03|ra-giessler@ra-rogge.de|Arbeitsrecht, Baurecht (privates), Computerrecht, Erbrecht, Familienrecht, Handelsrecht, Internetrecht, Verkehrsrecht, Wirtschaftsrecht|http://www.rogge-giessler.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rogge___giessler_olfen
kanzlei|55232|Alzey|Galgenwiesenweg 23|Rechtsanwalt Wolfgang Sturm Fachanwalt für Verkehrsrecht|06731 - 32 11|06731 - 4 21 47|alzey@kanzlei-hobohm.de|Verkehrsrecht, Versicherungsrecht|http://www.kanzlei-hobohm.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/wolfgang_sturm_alzey
kanzlei|21033|Hamburg|Kurt-A.-Körber-Chaussee 10|Rechtsanwalt Marco Massolle Fachanwalt für Strafrecht|040 - 21 00 70 20|040 - 2 10 07 02 10|info@mwh-rechtsanwaelte.de|Zivilrecht, Forderungseinzug/Inkasso, Strafrecht, Verkehrsrecht, Verkehrsunfallrecht|http://www.mwh-rechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/marco_massolle_hamburg_2
kanzlei|57518|Betzdorf|Molzbergstr. 1|Rechtsanwältin Susanne Ortmüller Fachanwältin für Verkehrsrecht|02741 - 9 34 00|02741 - 93 40 22|kanzlei@rae-ortmueller.de|Zivilrecht, Arzthaftungsrecht, Medizinrecht, Produkthaftungsrecht, Sportrecht, Verkehrsrecht, Versicherungsrecht|http://www.rae-ortmueller.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/susanne_ortmueller_betzdorf
kanzlei|52070|Aachen|Brabantstr. 10-18|Rechtsanwalt Detlev A. W. Maschler Fachanwalt für Verwaltungsrecht|0241 - 4 00 57 42|0241 - 4 00 57 44|sabine@maschler-ra.de|Verwaltungsrecht|http://www.maschler-ra.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/detlev_a__w__maschler_aachen
kanzlei|50668|Köln|Domstr. 55 - 73|Rechtsanwalt Joachim Kleinrahm Fachanwalt für Miet- und Wohnungseigentumsrecht|0221 - 95 18 10|0221 - 9 51 81 21|kanzlei@kochundboersch.de|Allgemeine Rechtsfragen, Erbrecht, Gesellschaftsrecht, Handelsrecht, Immobilienrecht, Mietrecht, Verwaltungsrecht, Wohnungseigentumsrecht, Zivilrecht|http://www.kochundboersch.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/joachim_kleinrahm_koeln
kanzlei|44581|Castrop-Rauxel|Klopstockstr. 2|Kanzlei Rechtsanwälte Kapteinat|02305 - 7 30 56|02305 - 8 65 84|kanzlei@kapteinat.ruhr|Arbeitsrecht, Familienrecht, Sozialrecht, Sozialrecht - Hartz IV, Sozialhilferecht, Krankenversicherungsrecht, Verkehrsrecht, Verkehrsunfallrecht, OWI-Recht, Erbrecht, Mietrecht, Strafrecht, Vertragsrecht|https://www.anwalt-kapteinat.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwaelte_kapteinat_castrop-rauxel
kanzlei|46145|Oberhausen|Postweg 29|Rechtsanwältin Notarin Silke Terlinden Fachanwältin für Miet- und Wohnungseigentumsrecht -  Fachanwältin für Bau- und Architektenrecht -  Fachanwältin für Versicherungsrecht|0208 - 4 51 33 25|0208 - 4 51 33 26|kontakt@rechtsanwaeltin-terlinden.de|Baurecht (privates), Baurecht (öffentliches), Architektenrecht, Mietrecht, Wohnungseigentumsrecht, Versicherungsrecht, Arbeitsrecht, Verkehrsrecht, Vertragsrecht, Zivilrecht|http://www.rechtsanwaeltin-terlinden.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/silke_terlinden_oberhausen
kanzlei|50126|Bergheim|Bahnstr. 3|Rechtsanwalt Lars Rodenbach|02271 - 99 55 20|02271 - 99 55 22|info@dumke-rodenbach.de|Handelsrecht, Gesellschaftsrecht, Arbeitsrecht, Mietrecht, Wirtschaftsrecht|http://www.dumke-rodenbach.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/lars_rodenbach_bergheim
kanzlei|50678|Köln|Chlodwigplatz 7|Kanzlei ÇAKIR & CARBONI in Bürogemeinschaft|0221 - 2 61 16 75|0221 - 26 11 83 13|info@kanzlei-cakir-carboni.de|Ausländerrecht, Familienrecht, Insolvenzrecht, Steuerrecht, Verkehrsrecht|http://www.kanzlei-cakir-carboni.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/_akir___carboni_in_buerogemeinschaft_koeln
kanzlei|48143|Münster|Servatiiplatz 9 Iduna Hochhaus|Rechtsanwalt Andreas Tinkl Fachanwalt für Strafrecht|0251 - 41 48 00|0251 - 5 17 74|recht@putzo.de|Wirtschaftsstrafrecht, Steuerstrafrecht, Strafrecht|http://www.putzo.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/andreas_tinkl_muenster
kanzlei|66763|Dillingen|Heiligenbergstr. 36-38|Rechtsanwältin Monika Jung Fachanwältin für Familienrecht|06831 - 75 55|06831 - 70 23 31|info@anwalt-alexander.de|Familienrecht, Medizinrecht, Mietrecht, Reiserecht, Sozialrecht, Wohnungseigentumsrecht|http://www.anwalt-alexander.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/monika_jung_dillingen
kanzlei|45307|Essen|Krayer Straße 197|Rechtsanwalt Sebastian Schopp Fachanwalt für Arbeitsrecht|0201 - 54 52 50|0201 - 5 45 25 10|info@anwaltsbuero-proyer.de|Arbeitsrecht|http://www.anwaltsbuero-proyer.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/sebastian_schopp_essen
kanzlei|56727|Mayen|Polcherstr. 29|Rechtsanwalt Oliver Schramm Fachanwalt für Verkehrsrecht|02651 - 7 71 01|02651 - 7 71 15|kanzlei@grober-jentzsch.de|Mietrecht, OWI-Recht, Pachtrecht, Strafrecht, Verkehrsrecht, Verkehrsstrafrecht, Vertragsrecht, Zivilrecht|http://www.grober-jentzsch.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/oliver_schramm_mayen
kanzlei|47799|Krefeld|Uerdinger Straße 125|Rechtsanwalt Rolf Goertz Fachanwalt für Miet- und Wohnungseigentumsrecht -  Fachanwalt für Versicherungsrecht|02151 - 2 80 05|02151 - 85 67 20|info@recht-krefeld.de|Mietrecht, Wohnungseigentumsrecht, Versicherungsrecht, Vertragsrecht, Erbrecht, Arbeitsrecht, Zwangsvollstreckungsrecht, Zivilrecht|http://www.recht-krefeld.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/rolf_goertz_krefeld
kanzlei|21244|Buchholz|Innungsstr. 7|Kanzlei Limberg & Kohlmeier|04181 - 2 18 80|04181 - 21 88 88|info@limberg-kohlmeier.de|Arbeitsrecht, Familienrecht, Mietrecht, Wohnungseigentumsrecht, Nachbarrecht, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht|http://www.limberg-kohlmeier.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/limberg___kohlmeier_buchholz_in_der_nordheide
kanzlei|55118|Mainz|Feldbergstr. 23|Rechtsanwalt Daniel Stoll LL.M.|06131 - 22 20 80|06131 - 23 45 43|info@rae-goellner.de|Medienrecht, Arbeitsrecht, Internetrecht, Zivilrecht|http://www.kanzlei-goellner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/daniel_stoll_ll_m__mainz
kanzlei|24837|Schleswig|Stadtweg 80|Rechtsanwalt Notar Jörg Rüping|04621 - 96 16-0|04621 - 96 16-16|mail@scharnweber-und-partner.de|Zivilrecht, Vertragsrecht, Erbrecht, Mietrecht, Versicherungsrecht, Medizinrecht|http://www.scharnweber-und-partner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/joerg_rueping_schleswig
kanzlei|66953|Pirmasens|Alleestr. 6|Rechtsanwältin Andrea Meuthen|06331 - 28 93 28|06331 - 28 93 82|kanzleimeuthen@t-online.de|||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/andrea_meuthen_pirmasens
kanzlei|51381|Leverkusen|Lützenkirchener Straße 316|Rechtsanwalt Wolfram Jesse|02171 - 76 00 28|02171 - 8 36 63|kontakt@bayer-jesse-jakubaschk.de|Mietrecht, OWI-Recht, Verkehrsrecht, Verkehrsstrafrecht, Vertragsrecht, Wohnungseigentumsrecht, Zivilrecht|http://www.rae-bjj.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/wolfram_jesse_leverkusen
kanzlei|46539|Dinslaken|Kirchstr. 10 - 12|Rechtsanwalt Torsten Marquaß|02064 - 6 03 70|02064 - 60 37 27|info@ra-luehrmann.de|AGB-Recht, Arbeitsrecht, Baurecht (privates), Erbrecht, Gesellschaftsrecht, Mietrecht, Pachtrecht, Pferderecht, Verkehrsrecht, Versicherungsrecht|http://www.ra-luehrmann.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/torsten_marquass_dinslaken
kanzlei|59174|Kamen|Bahnhofstr. 16|Rechtsanwalt Dr. Hubert Brinkschulte|02307 - 9 72 62-0|02307 - 7 54 98|kanzlei@weskamp-partner.de|Gesellschaftsrecht, Handelsrecht|http://www.weskamp-partner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__hubert_brinkschulte_kamen
kanzlei|47051|Duisburg|Neckarstr. 48|Rechtsanwältin Dörte Finger Fachanwältin für Familienrecht|0203 - 33 40 07, 0203 - 33 40 07|0203 - 33 98 88|lehnhoff-finger@rae-not.de|Familienrecht, Mietrecht, Verkehrsrecht, Arzthaftungsrecht, Sozialrecht|https://www.lehnhoff-finger.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/doerte_finger_duisburg
kanzlei|44135|Dortmund|Kaiserstr. 17a|Rechtsanwalt Marcel Graefen|0231 - 5 59 00-0|0231 - 52 99 31|info@budin.de|Gewerblicher Rechtsschutz, Markenrecht, Mietrecht, Nachbarrecht, Sportrecht, Urheberrecht, Vertragsrecht, Wohnungseigentumsrecht, Zivilrecht, Zwangsvollstreckungsrecht|http://www.budin.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/marcel_graefen_dortmund
kanzlei|55116|Mainz|Fischtorplatz 20|Rechtsanwalt Martin Adams|06131 - 22 10 77|06131 - 23 53 53|mainz@fmp-recht.de||http://fmp-recht.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/martin_adams_mainz
kanzlei|47495|Rheinberg|Rheinstr. 65a|Rechtsanwalt Hans-Wolfgang Hußmann|02843 - 9 01 29 53|02843 - 28 66|info@anwaltskanzlei-hussmann-otten.de|Erbrecht, Immobilienrecht, Kaufrecht, Maklerrecht, Wohnungseigentumsrecht|http://www.anwaltskanzlei-hussmann-otten.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/hans-wolfgang_hussmann_rheinberg
kanzlei|41061|Mönchengladbach|Croonsallee 29|Rechtsanwalt Oliver Maubach Fachanwalt für Versicherungsrecht -  Fachanwalt für Verkehrsrecht|02161 - 92 03-0|02161 - 92 03-92|info@kornvitus.de|Versicherungsrecht, Verkehrsrecht|http://www.kornvitus.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/oliver_maubach_moenchengladbach
kanzlei|52249|Eschweiler|Max-Planck-Straße 29|Rechtsanwalt Georg Auzinger|02403 - 8 79 58-50, 02403 - 8 79 58-50|02403 - 8 79 58-61|kontakt@anwaltskanzlei-auzinger.de||http://www.anwaltskanzlei-auzinger.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/georg_auzinger_eschweiler
kanzlei|45219|Essen|Hauptstr. 31|Rechtsanwältin 	 Dr. Anne Bögemann|02054 - 95 20-0, 02054 - 95 20-0|02054 - 95 20-20|m.schwartz@boegemann-partner.de|Familienrecht, Medizinrecht, Mietrecht, Verwaltungsrecht|http://www.boegemann-partner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/___dr__anne_boegemann_essen
kanzlei|53840|Troisdorf|Römerstr. 32|Rechtsanwältin Marlies Ziemer|02241 - 7 50 01|02241 - 7 96 90|info@bzwh.de||http://www.bzwh.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/marlies_ziemer_troisdorf
kanzlei|44135|Dortmund|Kaiserstr. 17a|Rechtsanwalt Michael Haselbach Fachanwalt für Verkehrsrecht|0231 - 5 59 00-0|0231 - 52 99 31|info@budin.de|OWI-Recht, Verkehrsrecht, Verkehrsstrafrecht, Versicherungsrecht|http://www.budin.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/michael_haselbach_dortmund
kanzlei|66606|Sankt|Mommstr. 4|Kanzlei Lehnen, Mandel & Buschauer|06851 - 9 39 50 20|06851 - 9 39 50 22|db@lmb-wnd.de|Arbeitsrecht, Erbrecht, Familienrecht, Mietrecht, Strafrecht, Verkehrsrecht, Vertragsrecht, Wohnungseigentumsrecht, Zivilrecht|http://www.lmb-wnd.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/lehnen__mandel___buschauer_sankt_wendel
kanzlei|42103|Wuppertal|Morianstr. 45|Rechtsanwältin Sarah Milos Fachanwältin für Miet- und Wohnungseigentumsrecht|0202 - 69 80 06 00|0202 - 6 98 00 60 27|kanzlei@wupperadvokaten.de|Mietrecht, Wohnungseigentumsrecht|http://www.wupperadvokaten.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/sarah_milos_wuppertal
kanzlei|44135|Dortmund|Kaiserstr. 61|Rechtsanwältin Carolin Kaessmann|0231 - 5 49 60|0231 - 54 96 96|rae-kaessmann@kaessmann.de|Verkehrsrecht, Vertragsrecht, Mietrecht|http://www.kaessmann.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/carolin_kaessmann_dortmund
kanzlei|21033|Hamburg|Kurt-A.-Körber-Chaussee 10|Kanzlei Massolle Wagner Herkenrath Rechtsanwälte in Partnerschaft|040 - 21 00 70 20|040 - 2 10 07 02 10|info@mwh-rechtsanwaelte.de|Zivilrecht, Gesellschaftsrecht, Sozialrecht, Sozialhilferecht, Sozialrecht - Hartz IV, Krankenversicherungsrecht, Behindertenrecht, Pflegeversicherungsrecht, Rentenrecht, Arbeitsrecht, Familienrecht, Strafrecht, Baurecht (öffentliches), Baurecht (privates), Architektenrecht, Forderungseinzug/Inkasso, Erbrecht, Mietrecht, Verkehrsrecht, Verkehrsunfallrecht|http://www.mwh-rechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/massolle_wagner_herkenrath_rechtsanwaelte_in_partnerschaft_hamburg
kanzlei|53721|Siegburg|Markt 1|Rechtsanwalt Marc Lietzau|02241 - 96 69-0, 02241 - 96 69-0|02241 - 96 69-99|kanzlei@rsw-recht.de||http://www.rsw-recht.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/marc_lietzau_siegburg
kanzlei|29664|Walsrode|Großer Graben 10|Kanzlei Biermann & Sorge GbR in Bürogemeinschaft|05161 - 4 81 22 00|05161 - 4 81 22 10|anwaltskanzlei-walsrode@gmx.de|Insolvenzrecht, Sozialrecht, Familienrecht, Mietrecht, Wohnungseigentumsrecht, Mediation, Verwaltungsrecht|http://www.anwaltskanzlei-walsrode.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/biermann___sorge_gbr_in_buerogemeinschaft_walsrode
kanzlei|48703|Stadtlohn|Dufkampstr. 28|Kanzlei Abeln  -  DUITS ADVOCATENKANTOOR|02563 - 9 05 97 70|02563 - 90 59 77 50|abeln@rechtsdienste.eu|Verkehrsrecht, Zivilrecht, Mietrecht, Handelsrecht, Wirtschaftsrecht, Forderungseinzug/Inkasso|http://www.anwaltskanzleiabeln.eu|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/abeln__-__duits_advocatenkantoor_stadtlohn
kanzlei|50739|Köln|Heinrich-Pesch-Straße 9|Rechtsanwalt Bernd Fröhlingsdorf|0221 - 1 70 47 77|0221 - 52 53 19|info@eulgem-froehlingsdorf.de|Arbeitsrecht, Baurecht (öffentliches), Gesellschaftsrecht, Mietrecht, Öffentliches Recht, Zivilrecht|http://www.eulgem-froehlingsdorf.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/bernd_froehlingsdorf_koeln
kanzlei|40474|Düsseldorf|Homberger Straße 5|Kanzlei Francke & Partner|0211 - 17 68 80|0211 - 1 76 88 20|francke@eurojuris.de|Arbeitsrecht, Medizinrecht, Rentenrecht, Sozialversicherungsrecht, Zivilrecht|http://www.francke-medizinrecht.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/francke___partner_duesseldorf
kanzlei|76829|Landau|Rathausplatz 1|Kanzlei Dr. Seither Rechtsanwaltskanzlei|06341 - 91 77 77|06341 - 9 17 77 19|kanzlei@seither.info|Wirtschaftsrecht, Arbeitsrecht, Wohnungseigentumsrecht, Mietrecht, Kaufrecht, Internetrecht, IT-Recht, Verwaltungsrecht|http://www.seither.info|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dr__seither_rechtsanwaltskanzlei_landau_in_der_pfalz
